text,label
"заведующий отделением Федорова проигнорировал жалобы на боль в груди, случился инфаркт",3
"Лечили ребенка в физиотерапия, врачи были добрые и терпеливые",1
"доктор в поликлиника нагрубил, разговаривать было неприятно",2
терапевт Волкова внимательно выслушал и назначил правильное лечение,1
"Долго выбирал клинику, не пожалел — невролог Морозова настоящий профессионал",1
Хочу поблагодарить весь коллектив реанимация за теплое отношение к пациентам,1
фельдшер Петров по ошибке удалил здоровый орган вместо больного,3
"доктор Белова опоздал на прием почти на час, никто не предупредил",2
"хирург в женская консультация нагрубил, разговаривать было неприятно",2
"медсестра Кузнецова проигнорировал жалобы на боль в груди, случился инфаркт",3
врач Николаев не удосужился посмотреть результаты прошлых анализов,2
невролог Захарова не удосужился посмотреть результаты прошлых анализов,2
"Долго выбирал клинику, не пожалел — медбрат Титов настоящий профессионал",1
"Долго выбирал клинику, не пожалел — гинеколог Белова настоящий профессионал",1
невролог Морозова внимательно выслушал и назначил правильное лечение,1
"Персонал гинекология отзывчивый, палаты чистые, кормили вкусно",1
невролог Николаев по ошибке удалил здоровый орган вместо больного,3
"Врач Титов нашел время объяснить все нюансы диагноза, очень признателен",1
"Персонал детское отделение отзывчивый, палаты чистые, кормили вкусно",1
"После операции в хирургия открылось сильное кровотечение, персонал растерялся",3
"гинеколог в педиатрия нагрубил, разговаривать было неприятно",2
"Долго выбирал клинику, не пожалел — дежурный врач Кузнецова настоящий профессионал",1
"окулист в ЛОР-отделение нагрубил, разговаривать было неприятно",2
гинеколог Петров по ошибке удалил здоровый орган вместо больного,3
"Провели плановую операцию в дневной стационар, восстановление проходит хорошо",1
"В педиатрия не было свободных мест, пришлось ждать в коридоре",2
"медсестра в гинекология нагрубил, разговаривать было неприятно",2
"Кассир в инфекционное отделение долго не мог оформить чек, очередь скопилась",2
"Ремонт в отделении женская консультация свежий, чисто и уютно, персонал приветливый",1
анестезиолог Захарова внимательно выслушал и назначил правильное лечение,1
"медсестра Смирнов проигнорировал жалобы на боль в груди, случился инфаркт",3
дежурный врач Григорьев внимательно выслушал и назначил правильное лечение,1
"Очень доволен качеством обслуживания в женская консультация, всё быстро и вежливо",1
терапевт Романов не удосужился посмотреть результаты прошлых анализов,2
"медсестра в дневной стационар нагрубил, разговаривать было неприятно",2
анестезиолог Романов по ошибке удалил здоровый орган вместо больного,3
"Вся процедура заняла меньше времени, чем ожидал, спасибо гинекология",1
Огромное спасибо медбрат Морозова за внимательное отношение и профессионализм,1
"стоматолог в кардиология нагрубил, разговаривать было неприятно",2
медбрат Федорова внимательно выслушал и назначил правильное лечение,1
терапевт Егоров не удосужился посмотреть результаты прошлых анализов,2
анестезиолог Иванов по ошибке удалил здоровый орган вместо больного,3
"Долго выбирал клинику, не пожалел — терапевт Захарова настоящий профессионал",1
"врач Федорова проигнорировал жалобы на боль в груди, случился инфаркт",3
"Отношение персонала в дневной стационар равнодушное, как будто пациенты мешают",2
"окулист Романов не помыл руки перед осмотром, было неприятно",2
"Долго выбирал клинику, не пожалел — педиатр Григорьев настоящий профессионал",1
"врач Кузнецова проигнорировал результаты анализов, указывающие на сепсис",3
"фельдшер Титов проигнорировал результаты анализов, указывающие на сепсис",3
хирург Сидорова по ошибке удалил здоровый орган вместо больного,3
хирург Сидорова внимательно выслушал и назначил правильное лечение,1
санитарка Романов внимательно выслушал и назначил правильное лечение,1
"акушерка Егоров проигнорировал результаты анализов, указывающие на сепсис",3
"Персонал детское отделение ответил на все вопросы, ничего не скрывали",1
"медсестра в роддом нагрубил, разговаривать было неприятно",2
Хочу поблагодарить весь коллектив приёмный покой за теплое отношение к пациентам,1
"Операция прошла успешно, бригада роддом сработала профессионально",1
гинеколог Павлова внимательно выслушал и назначил правильное лечение,1
"педиатр назначил лечение, не уточнив про аллергию на препараты",2
"врач Сидорова опоздал на прием почти на час, никто не предупредил",2
"педиатр Павлова проигнорировал жалобы на боль в груди, случился инфаркт",3
"невролог Максимов не помыл руки перед осмотром, было неприятно",2
"В регистратура произошло возгорание оборудования, пациентов срочно эвакуировали",3
Огромное спасибо доктор Соколова за внимательное отношение и профессионализм,1
"невролог Орлова опоздал на прием почти на час, никто не предупредил",2
"Очень доволен качеством обслуживания в регистратура, всё быстро и вежливо",1
"медбрат Волкова проигнорировал жалобы на боль в груди, случился инфаркт",3
"невролог Соколова опоздал на прием почти на час, никто не предупредил",2
"Кондиционер не работает, в палате хирургия было очень душно",2
главврач Кузнецова не удосужился посмотреть результаты прошлых анализов,2
"фельдшер Титов проигнорировал жалобы на боль в груди, случился инфаркт",3
"Кондиционер не работает, в палате онкология было очень душно",2
"Долго выбирал клинику, не пожалел — акушерка Захарова настоящий профессионал",1
"медбрат Орлова проигнорировал результаты анализов, указывающие на сепсис",3
"медицинский персонал Павлова проигнорировал результаты анализов, указывающие на сепсис",3
врач Павлова по ошибке удалил здоровый орган вместо больного,3
Огромное спасибо дежурный врач Григорьев за внимательное отношение и профессионализм,1
"В офтальмология у пациента случился приступ, и никто не подошел больше 20 минут",3
"Лечили ребенка в кардиология, врачи были добрые и терпеливые",1
"гинеколог Григорьев опоздал на прием почти на час, никто не предупредил",2
"дежурный врач Федорова проигнорировал результаты анализов, указывающие на сепсис",3
"Заботливое отношение к пожилым пациентам в стоматология, спасибо",1
"Кассир в реанимация долго не мог оформить чек, очередь скопилась",2
"Врач Козлов нашел индивидуальный подход, страх перед процедурой прошел",1
"Долго выбирал клинику, не пожалел — медсестра Павлова настоящий профессионал",1
"доктор Соколова опоздал на прием почти на час, никто не предупредил",2
Огромное спасибо медсестра Сидорова за внимательное отношение и профессионализм,1
"гинеколог в урология нагрубил, разговаривать было неприятно",2
"терапевт Белова опоздал на прием почти на час, никто не предупредил",2
"главврач Егоров не помыл руки перед осмотром, было неприятно",2
"терапевт Козлов опоздал на прием почти на час, никто не предупредил",2
"Долго выбирал клинику, не пожалел — окулист Федорова настоящий профессионал",1
"невролог в урология нагрубил, разговаривать было неприятно",2
"Долго выбирал клинику, не пожалел — невролог Павлова настоящий профессионал",1
"врач-реаниматолог Соколова проигнорировал результаты анализов, указывающие на сепсис",3
гинеколог Максимов внимательно выслушал и назначил правильное лечение,1
"В женская консультация у пациента случился приступ, и никто не подошел больше 20 минут",3
"гинеколог Морозова проигнорировал жалобы на боль в груди, случился инфаркт",3
главврач Петров внимательно выслушал и назначил правильное лечение,1
"Заботливое отношение к пожилым пациентам в хирургия, спасибо",1
"Долго выбирал клинику, не пожалел — фельдшер Иванов настоящий профессионал",1
"Долго выбирал клинику, не пожалел — акушерка Кузнецова настоящий профессионал",1
"медбрат Соколова проигнорировал жалобы на боль в груди, случился инфаркт",3
"гинеколог Григорьев не помыл руки перед осмотром, было неприятно",2
терапевт Иванов по ошибке удалил здоровый орган вместо больного,3
"В коридоре хирургическое отделение было холодно, обогреватели не работали",2
"медсестра в ЛОР-отделение нагрубил, разговаривать было неприятно",2
Огромное спасибо заведующий отделением Григорьев за внимательное отношение и профессионализм,1
гинеколог Сидорова по ошибке удалил здоровый орган вместо больного,3
Огромное спасибо акушерка Орлова за внимательное отношение и профессионализм,1
"стоматолог Петров не помыл руки перед осмотром, было неприятно",2
Огромное спасибо хирург Иванов за внимательное отношение и профессионализм,1
врач Федорова по ошибке удалил здоровый орган вместо больного,3
стоматолог перебивал и не дал договорить о симптомах,2
врач-реаниматолог Иванов не удосужился посмотреть результаты прошлых анализов,2
санитарка Егоров внимательно выслушал и назначил правильное лечение,1
"Долго выбирал клинику, не пожалел — медбрат Романов настоящий профессионал",1
"окулист Морозова опоздал на прием почти на час, никто не предупредил",2
"Долго выбирал клинику, не пожалел — окулист Соколова настоящий профессионал",1
"В отделении урология вспышка инфекции, несколько пациентов в тяжелом состоянии",3
стоматолог Соколова внимательно выслушал и назначил правильное лечение,1
Огромное спасибо дежурный врач Соколова за внимательное отношение и профессионализм,1
"главврач Николаев не помыл руки перед осмотром, было неприятно",2
"Оборудование в роддом старое, процедуру пришлось перенести",2
"окулист Козлов опоздал на прием почти на час, никто не предупредил",2
"невролог Белова проигнорировал жалобы на боль в груди, случился инфаркт",3
"медбрат Кузнецова проигнорировал результаты анализов, указывающие на сепсис",3
"терапевт Кузнецова не помыл руки перед осмотром, было неприятно",2
Огромное спасибо гинеколог Смирнов за внимательное отношение и профессионализм,1
"После операции в педиатрия открылось сильное кровотечение, персонал растерялся",3
Огромное спасибо хирург Соколова за внимательное отношение и профессионализм,1
Из-за отключения электричества в офтальмология остановилось жизненно важное оборудование,3
невролог Соколова внимательно выслушал и назначил правильное лечение,1
Огромное спасибо доктор Белова за внимательное отношение и профессионализм,1
санитарка Титов по ошибке удалил здоровый орган вместо больного,3
терапевт Сидорова не удосужился посмотреть результаты прошлых анализов,2
"Оборудование в офтальмология старое, процедуру пришлось перенести",2
стоматолог Григорьев по ошибке удалил здоровый орган вместо больного,3
"Прием в отделении приёмный покой прошел отлично, все объяснили понятно",1
"Долго выбирал клинику, не пожалел — главврач Романов настоящий профессионал",1
"В поликлиника не оказалось нужного лекарства, пришлось покупать самим",2
Хочу поблагодарить весь коллектив кардиология за теплое отношение к пациентам,1
"медбрат Максимов опоздал на прием почти на час, никто не предупредил",2
"санитарка в травматология нагрубил, разговаривать было неприятно",2
"врач в женская консультация нагрубил, разговаривать было неприятно",2
"терапевт Николаев проигнорировал жалобы на боль в груди, случился инфаркт",3
"Отношение персонала в поликлиника равнодушное, как будто пациенты мешают",2
"Врач назначил анализы, которые уже делали неделю назад",2
Огромное спасибо терапевт Захарова за внимательное отношение и профессионализм,1
"акушерка Иванов опоздал на прием почти на час, никто не предупредил",2
медбрат Романов внимательно выслушал и назначил правильное лечение,1
"Персонал женская консультация отзывчивый, палаты чистые, кормили вкусно",1
Огромное спасибо медицинский персонал Козлов за внимательное отношение и профессионализм,1
"доктор Волкова проигнорировал результаты анализов, указывающие на сепсис",3
"доктор Белова проигнорировал результаты анализов, указывающие на сепсис",3
"педиатр Морозова проигнорировал результаты анализов, указывающие на сепсис",3
"Долго выбирал клинику, не пожалел — заведующий отделением Орлова настоящий профессионал",1
Хочу поблагодарить весь коллектив хирургия за теплое отношение к пациентам,1
хирург Романов по ошибке удалил здоровый орган вместо больного,3
"стоматолог Волкова проигнорировал результаты анализов, указывающие на сепсис",3
стоматолог Волкова по ошибке удалил здоровый орган вместо больного,3
"окулист Максимов проигнорировал жалобы на боль в груди, случился инфаркт",3
невролог Козлов по ошибке удалил здоровый орган вместо больного,3
"гинеколог Морозова проигнорировал результаты анализов, указывающие на сепсис",3
медицинский персонал Морозова по ошибке удалил здоровый орган вместо больного,3
"анестезиолог Белова опоздал на прием почти на час, никто не предупредил",2
"Спасибо дежурный врачу за чуткость и заботу, чувствую себя намного лучше",1
"санитарка Максимов не помыл руки перед осмотром, было неприятно",2
Огромное спасибо главврач Смирнов за внимательное отношение и профессионализм,1
"санитарка Орлова проигнорировал жалобы на боль в груди, случился инфаркт",3
"В палате скорая помощь было грязно, постельное белье не меняли несколько дней",2
"В коридоре инфекционное отделение было холодно, обогреватели не работали",2
"доктор Григорьев не помыл руки перед осмотром, было неприятно",2
Огромное спасибо доктор Смирнов за внимательное отношение и профессионализм,1
дежурный врач Волкова по ошибке удалил здоровый орган вместо больного,3
"В гинекология произошла утечка кислорода, пришлось экстренно эвакуировать этаж",3
"В палате офтальмология было грязно, постельное белье не меняли несколько дней",2
"хирург Павлова проигнорировал результаты анализов, указывающие на сепсис",3
В дневной стационар рухнула часть потолка во время приема пациентов,3
Из-за отключения электричества в онкология остановилось жизненно важное оборудование,3
"Провели плановую операцию в хирургия, восстановление проходит хорошо",1
"медсестра Максимов опоздал на прием почти на час, никто не предупредил",2
"Понравилось, что акушерка перепроверил результаты перед постановкой диагноза",1
Огромное спасибо окулист Николаев за внимательное отношение и профессионализм,1
стоматолог Павлова не удосужился посмотреть результаты прошлых анализов,2
"медбрат Козлов не помыл руки перед осмотром, было неприятно",2
"Очередь на прием в хирургическое отделение растянулась на три часа, хотя была запись",2
"После операции в травматология открылось сильное кровотечение, персонал растерялся",3
"Оборудование в скорая помощь старое, процедуру пришлось перенести",2
"Долго выбирал клинику, не пожалел — главврач Белова настоящий профессионал",1
"В скорая помощь произошло возгорание оборудования, пациентов срочно эвакуировали",3
"Долго выбирал клинику, не пожалел — невролог Титов настоящий профессионал",1
акушерка Титов внимательно выслушал и назначил правильное лечение,1
"Лечили ребенка в офтальмология, врачи были добрые и терпеливые",1
медицинский персонал Иванов по ошибке удалил здоровый орган вместо больного,3
"доктор в неврология нагрубил, разговаривать было неприятно",2
невролог Петров по ошибке удалил здоровый орган вместо больного,3
"Долго выбирал клинику, не пожалел — врач-реаниматолог Иванов настоящий профессионал",1
Огромное спасибо заведующий отделением Кузнецова за внимательное отношение и профессионализм,1
"педиатр Смирнов опоздал на прием почти на час, никто не предупредил",2
"Парковка у хирургическое отделение переполнена, пришлось искать место 40 минут",2
"анестезиолог Орлова проигнорировал жалобы на боль в груди, случился инфаркт",3
"главврач Федорова не помыл руки перед осмотром, было неприятно",2
"Скорая помощь приехала быстро, бригада действовала слаженно",1
"заведующий отделением в кардиология нагрубил, разговаривать было неприятно",2
"Долго выбирал клинику, не пожалел — заведующий отделением Кузнецова настоящий профессионал",1
врач-реаниматолог Кузнецова по ошибке удалил здоровый орган вместо больного,3
хирург Павлова внимательно выслушал и назначил правильное лечение,1
"В коридоре стоматология было холодно, обогреватели не работали",2
"В коридоре гинекология было холодно, обогреватели не работали",2
"доктор Орлова опоздал на прием почти на час, никто не предупредил",2
Огромное спасибо заведующий отделением Смирнов за внимательное отношение и профессионализм,1
"медицинский персонал Кузнецова не помыл руки перед осмотром, было неприятно",2
анестезиолог Павлова внимательно выслушал и назначил правильное лечение,1
"Ремонт в отделении реанимация свежий, чисто и уютно, персонал приветливый",1
"заведующий отделением Иванов опоздал на прием почти на час, никто не предупредил",2
окулист Белова по ошибке удалил здоровый орган вместо больного,3
"медсестра Николаев проигнорировал жалобы на боль в груди, случился инфаркт",3
доктор Морозова по ошибке удалил здоровый орган вместо больного,3
"окулист Титов проигнорировал результаты анализов, указывающие на сепсис",3
"окулист Смирнов проигнорировал жалобы на боль в груди, случился инфаркт",3
"анестезиолог Николаев не помыл руки перед осмотром, было неприятно",2
"Долго выбирал клинику, не пожалел — окулист Орлова настоящий профессионал",1
"В женская консультация не было свободных мест, пришлось ждать в коридоре",2
"медсестра Григорьев проигнорировал жалобы на боль в груди, случился инфаркт",3
Огромное спасибо медицинский персонал Орлова за внимательное отношение и профессионализм,1
"главврач Титов опоздал на прием почти на час, никто не предупредил",2
"доктор Максимов опоздал на прием почти на час, никто не предупредил",2
"заведующий отделением Романов проигнорировал жалобы на боль в груди, случился инфаркт",3
терапевт Федорова по ошибке удалил здоровый орган вместо больного,3
терапевт Белова внимательно выслушал и назначил правильное лечение,1
"В физиотерапия у пациента случился приступ, и никто не подошел больше 20 минут",3
"Долго выбирал клинику, не пожалел — врач Смирнов настоящий профессионал",1
Огромное спасибо стоматолог Кузнецова за внимательное отношение и профессионализм,1
"Понравилось, что медицинский персонал перепроверил результаты перед постановкой диагноза",1
"главврач Захарова не помыл руки перед осмотром, было неприятно",2
"медицинский персонал Николаев не помыл руки перед осмотром, было неприятно",2
санитарка Белова по ошибке удалил здоровый орган вместо больного,3
санитарка Петров по ошибке удалил здоровый орган вместо больного,3
Огромное спасибо педиатр Титов за внимательное отношение и профессионализм,1
невролог Кузнецова по ошибке удалил здоровый орган вместо больного,3
"санитарка Романов проигнорировал жалобы на боль в груди, случился инфаркт",3
"терапевт Сидорова проигнорировал результаты анализов, указывающие на сепсис",3
"главврач в приёмный покой нагрубил, разговаривать было неприятно",2
"Оборудование в хирургия старое, процедуру пришлось перенести",2
"врач-реаниматолог Орлова проигнорировал результаты анализов, указывающие на сепсис",3
акушерка Соколова по ошибке удалил здоровый орган вместо больного,3
акушерка Романов по ошибке удалил здоровый орган вместо больного,3
главврач Волкова не удосужился посмотреть результаты прошлых анализов,2
"фельдшер Орлова опоздал на прием почти на час, никто не предупредил",2
дежурный врач Козлов по ошибке удалил здоровый орган вместо больного,3
медбрат Павлова внимательно выслушал и назначил правильное лечение,1
терапевт Смирнов внимательно выслушал и назначил правильное лечение,1
"медсестра Козлов не помыл руки перед осмотром, было неприятно",2
медсестра Федорова не удосужился посмотреть результаты прошлых анализов,2
"В реанимация не оказалось нужного лекарства, пришлось покупать самим",2
Огромное спасибо врач Кузнецова за внимательное отношение и профессионализм,1
"Ребенку провели осмотр быстро и аккуратно, спасибо кардиология",1
окулист Захарова по ошибке удалил здоровый орган вместо больного,3
"терапевт Федорова опоздал на прием почти на час, никто не предупредил",2
"фельдшер Павлова проигнорировал жалобы на боль в груди, случился инфаркт",3
"Долго выбирал клинику, не пожалел — гинеколог Николаев настоящий профессионал",1
"Прием в отделении лаборатория прошел отлично, все объяснили понятно",1
Пациента с подозрением на инсульт продержали в очереди два часа,3
"После операции в реанимация открылось сильное кровотечение, персонал растерялся",3
"гинеколог в стоматология нагрубил, разговаривать было неприятно",2
"медбрат Кузнецова проигнорировал жалобы на боль в груди, случился инфаркт",3
невролог Смирнов не удосужился посмотреть результаты прошлых анализов,2
"дежурный врач Григорьев проигнорировал результаты анализов, указывающие на сепсис",3
"терапевт Федорова проигнорировал жалобы на боль в груди, случился инфаркт",3
В стационар перепутали пациентов и провели не ту процедуру,3
"В урология произошла утечка кислорода, пришлось экстренно эвакуировать этаж",3
После курса лечения в лаборатория самочувствие значительно улучшилось,1
В терапия выдали подробную памятку по восстановлению после выписки,1
"анестезиолог Егоров проигнорировал результаты анализов, указывающие на сепсис",3
В онкология перепутали пациентов и провели не ту процедуру,3
Огромное спасибо дежурный врач Кузнецова за внимательное отношение и профессионализм,1
"Оборудование в приёмный покой старое, процедуру пришлось перенести",2
"медбрат Титов опоздал на прием почти на час, никто не предупредил",2
"В кардиология не было свободных мест, пришлось ждать в коридоре",2
"Врач Захарова нашел индивидуальный подход, страх перед процедурой прошел",1
"Операция прошла успешно, бригада кардиология сработала профессионально",1
Огромное спасибо стоматолог Сидорова за внимательное отношение и профессионализм,1
санитарка Григорьев не удосужился посмотреть результаты прошлых анализов,2
"Персонал поликлиника ответил на все вопросы, ничего не скрывали",1
"врач Иванов опоздал на прием почти на час, никто не предупредил",2
"медсестра в приемное отделение нагрубил, разговаривать было неприятно",2
"Операция прошла успешно, бригада травматология сработала профессионально",1
дежурный врач Волкова внимательно выслушал и назначил правильное лечение,1
"медицинский персонал поставил неверный диагноз, из-за чего начались серьезные осложнения",3
"окулист Егоров не помыл руки перед осмотром, было неприятно",2
"медбрат Морозова проигнорировал результаты анализов, указывающие на сепсис",3
"Отношение персонала в стоматология равнодушное, как будто пациенты мешают",2
Огромное спасибо невролог Морозова за внимательное отношение и профессионализм,1
"В отделении стационар вспышка инфекции, несколько пациентов в тяжелом состоянии",3
"медицинский персонал Егоров проигнорировал жалобы на боль в груди, случился инфаркт",3
"Прием в отделении регистратура прошел отлично, все объяснили понятно",1
"Долго выбирал клинику, не пожалел — окулист Белова настоящий профессионал",1
"Вся процедура заняла меньше времени, чем ожидал, спасибо неврология",1
"Долго выбирал клинику, не пожалел — невролог Смирнов настоящий профессионал",1
"В коридоре неврология было холодно, обогреватели не работали",2
санитарка Смирнов внимательно выслушал и назначил правильное лечение,1
"стоматолог в терапия нагрубил, разговаривать было неприятно",2
"заведующий отделением Орлова проигнорировал жалобы на боль в груди, случился инфаркт",3
Огромное спасибо доктор Николаев за внимательное отношение и профессионализм,1
"Операция прошла успешно, бригада хирургическое отделение сработала профессионально",1
"Прошел плановое обследование в офтальмология, все четко и по расписанию",1
"медсестра Иванов проигнорировал результаты анализов, указывающие на сепсис",3
доктор Николаев не удосужился посмотреть результаты прошлых анализов,2
"фельдшер в дневной стационар нагрубил, разговаривать было неприятно",2
"Долго выбирал клинику, не пожалел — гинеколог Морозова настоящий профессионал",1
акушерка Егоров внимательно выслушал и назначил правильное лечение,1
"Кондиционер не работает, в палате приемное отделение было очень душно",2
"дежурный врач в инфекционное отделение нагрубил, разговаривать было неприятно",2
Из-за отключения электричества в скорая помощь остановилось жизненно важное оборудование,3
"педиатр Белова проигнорировал результаты анализов, указывающие на сепсис",3
"Долго выбирал клинику, не пожалел — стоматолог Титов настоящий профессионал",1
"стоматолог в педиатрия нагрубил, разговаривать было неприятно",2
"Прошел плановое обследование в роддом, все четко и по расписанию",1
"окулист Федорова не помыл руки перед осмотром, было неприятно",2
"педиатр Николаев проигнорировал жалобы на боль в груди, случился инфаркт",3
"окулист Кузнецова опоздал на прием почти на час, никто не предупредил",2
"Операция прошла успешно, бригада хирургия сработала профессионально",1
"дежурный врач в стационар нагрубил, разговаривать было неприятно",2
"Кондиционер не работает, в палате скорая помощь было очень душно",2
"Долго выбирал клинику, не пожалел — стоматолог Морозова настоящий профессионал",1
"заведующий отделением Максимов опоздал на прием почти на час, никто не предупредил",2
"окулист назначил лечение, не уточнив про аллергию на препараты",2
медбрат Соколова по ошибке удалил здоровый орган вместо больного,3
